Catalog No.,Product,Imported Country,Other Info,Price,Ingredients,Made in,Cruelty_free,Vegan,Ranking_In_Best_Seller_List
1112692084,WAKEMAKE - Vegn Clean Tone-Up Suncream,South Korea,Translation reference for Korean beauty product packaging:,US$21.31,"Water, Zinc Oxide (CI 77947), Butyloctyl Salicylate, Titanium Dioxide (CI 77891), Caprylyl Methicone, C12-15 Alkyl Benzoate, Methyl Trimethicone, Niacinamide, Polypropylsilsesquioxane, Polyglyceryl-6 Polyhydroxystearate, Sodium Hyaluronate, Helianthus Annuus Seed Oil, 1,2-Hexanediol, Butylene Glycol, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Triethoxycaprylylsilane, Aluminum Hydroxide Oxide, Silica, Polyglyceryl-4 Oleate, Glycerin, Magnesium Sulfate, Stearic Acid, Polyglyceryl-6 Polyricinoleate, Disteardimonium Hectorite, Hydroxyacetophenone, Polyglyceryl-3 Polyricinoleate, Adenosine, Polyglyceryl-6, Tocopherol, Ascorbyl Palmitate, Calcium Carbonate, Bisabolol, Ceramide NP, Glycyrrhetinic Acid, Dimethicone/Vinyl Dimethicone Crosspolymer, Polymethylsilsesquioxane, Pentylene Glycol, Madecassoside",,,,412
1102433441,HYGGEE - Vegan Sun Cream,South Korea,,US$26.22,"Water, Alcohol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyohenol Methoxyphenyl Triazine, Butyloctyl Salicylate, Dibutyl Adipate, Ethylhexyl Triazone, Hexyl Laurate, Niacinamide, Polymethylsilsesquioxane, Caprylyl Methicone, Sodium Acrylates Crosspolymer-2, Chlorella Minutissima Extract, Beta Vulgaris (Beet) Root Extract, Isoamyl p-Methoxycinnamate, Polysilicone-15, 1,2-Hexanediol, Pentylene Glycol, Butylene Glycol, Glucose, Sodium Polyacryloyldimethyl Taurate, Hydroxyacetophenone, Polyacrylate Crosspolymer-6, Fructooligosaccharides, Fructose, Ethylhexyl Olivate, Sodium Acrylates Copolymer, Polyglyceryl-4 Oleate, Adenosine, Ethylhexylglycerin, Disodium EDTA",,Yes,,413
1110928802,Kanebo - Allie Facial Gel UV EX SPF 50+ PA++++,,,US$22.87,"Water, ethanol, diisopropyl sebacate, triethylhexanoin, zinc oxide, titanium oxide, dimethicone, glycerin, ethylhexyltriazone, BG, polysilicone-15, behenyl alcohol, bisethylhexyloxyphenol methoxyphenyltriazine, hydrous silica, diethylaminohydroxybenzoyl benzoyl Hexyl acid, hydrogenated lecithin, (Na acrylate / Na acryloyldimethyltaurine) copolymer, triethoxycaprylylsilane, isohexadecane, (Acrylate / polytrimethylsiloxy methacrylate) copolymer, polysorbate 80, xanthan gum, EDTA-2Na, hyaluronic acid Na",Japan,Yes,,414
1104961345,HONESI - Water Fit Sun Gel,South Korea,Translation reference for Korean beauty product packaging:,US$13.03,"Purified Water, Glycerin, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Limnanthes Alba (Meadowfoam) Seed Oil, Squalane, Butyrospermum Parkii (Shea) Butter, Hydrogenated Vegetable Oil, Niacinamide, Behenyl Alcohol, Cetearyl Alcohol, Glyceryl Stearate, Polyglyceryl-3 Methylglucose Distearate, Alteromonas Ferment Extract, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Macadamia Ternifolia Seed Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Pentylene Glycol, Hydrogenated Lecithin, Dimethicone, PEG-100 Stearate, Behenic Acid, Tromethamine, Caprylyl Glycol, Stearic Acid, Madecassoside, Polyperfluoromethylisopropyl Ether, Myristic Acid, Adenosine, Poloxamer 188, Propylene Glycol, Polyperfluoroethoxymethoxy Difluoroethyl PEG Phosphate, Potassium Cetyl Phosphate, Glyceryl Caprylate, Ceramide NP, Phytosphingosine, Stearyl Alcohol, Carbomer, Xanthan Gum, Disodium EDTA, Phenoxyethanol",,,,415
1100268335,CHIFURE - Sunscreen Milk SPF 50+ PA++++,,,US$20.10,Oily emollient component Cyclopentasiloxane 35.40% 〃 Neopentyl glycol dicaprate 6.00% 〃 Dimethicone 4.00% Sunscreen component Ethylhexyl methoxycinnamate 7.99% 〃 Titanium oxide 6.05% 〃 Zinc oxide 5.03% 〃 Diethylaminohydroxybenzoyl benzoate hexyl BG 4.00% 〃 Stearyl glycyrrhetinate 0.05% 〃 Trehalose 0.03% 〃 Na hyaluronate 0.01% Cooling ingredient Ethanol 3.00% Feeling improving ingredient Polymethylsilsesquioxane 1.00% 〃 (Dimethicone / Vinyl dimethicone) Crosspolymer 0.10% Emulsifier PEG-10 Dimethicone 1.78% 〃 PEG-9 Polydimethylsiloxyethyl Dimethicone 1.70% Surface Treatment Agent Hydrous Silica 1.12% 〃 Hydrogen Dimethicone 0.50% 〃 Al Hydrochloride 0.27% Preservative Methylparaben 0.30% Chelating Agent EDTA-2Na 0.05% Emulsion Stabilizer Na Citrate 0.05% Ingredient antioxidant BHT 0.01% 〃 Tocopherol Appropriate amount Base Water Total amount is 100%,Japan,,,416
1108842816,Paul & Joe - Sunprotection Body Primer Tinted SPF 30 PA+++,,,US$62.42,"Water, BG, ethylhexyl methoxycinnamate, mica, isotridecyl isononanoate, ethanol, polysilicone-15, diethylaminohydroxybenzoyl hexyl benzoate, (vinyl dimethicone / methiconylsesquioxane) crosspolymer, iron oxide, glycerin, stearic acid, Bisethylhexyloxyphenol methoxyphenyltriazine, Argania spinosa kernel oil, olive fruit oil, sphaceraria scoparia extract, pancratium maritimum extract, BHT, PEG-10 hydrogenated castor oil, PEG-60 hydrogenated castor oil, TEA, (Na Acrylic Acid / Acryloyldimethyltaurine Na) Copolymer ・ (Acrylate / Alkyl Acrylate (C10-30)) Crosspolymer ・ Isohexadecane ・ Sorbitane oleate ・ Xanthan gum ・ Silica ・ Dimethicone ・ Stearyldimethicone ・ Glyceryl steayl ・ Cetearyl alcohol・ Triethoxycaprylylsilane ・ Triceteares-4 phosphate ・ Behenyl alcohol ・ Polysorbate 80 ・ Recitin ・ Al hydroxide ・ Hydrogenated rapeseed oil Fatty acid Glyceriz ・ Phenoxyethanol ・ Fragrance ・ Titanium oxide",Japan,,,417
1111811134,NIVEA - Sun Triple Protect Anti Wrinkle Lotion SPF 50+ PA+++,,,US$18.58,"Aqua, Homosalate, Alcohol Denat., Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Octocrylene, Distarch Phosphate, Dimethicone, Phenylbenzimidazole Sulfonic Acid, Behenyl Alcohol, Cetearyl Alcohol, Glycerin, Methyloropanedial, Silica Dimethyl Silylate, Laminaria Ochroleuca Extract, Rose Extract, Glycyrrhiza Inflata Root Extract, Isoamyl Laurate, Dimethicone Crosspolymer, Betaine, Propylene Glycol, Butylene Glycol, Xanthan Gum, Silica, Sodium Stearoyl Glutamate, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Mica, Trisodium EDTA, Phenoxyethanol, Ethylhexylglycerin, Sodium Hydroxide, Sodium Chloride, Parfum, CI 77891",Thailand,,,418
1112540941,Orbis - Wrinkle White UV Protector SPF 50+ PA++++,,,US$98.48,"[Designated components] Niacinamide[Other components] Water, octyl paramethoxysilicate, BG, nicotinic acid amide, cyclopentasiloxane, behenyl alcohol, dimethicone, decaglyceryl pentastearate, Tri (capril caprin myristin stearic acid) glyceryl, 2,4-bis-[{4- (2-ethylhexyloxy) -2-hydroxy} -phenyl] -6- (4-methoxyphenyl) -1,3 , 5-Triazine, Mulberry Extract, Ashitaba Extract, Alkaline Genes-Producing Polysaccharide, Diglycerin, Xanthan Gum, 2- [4- (diethylamino) -2-hydroxybenzoyl] benzoic acid hexyl ester, Trisethylhexyloxycarbonylanilinotriazine, Fine particle oxidation Titanium, stearoyl lactic acid Na, polyglyceryl stearate, cured coconut oil fatty acid Na glyceryl sulfate, carboxyvinyl polymer, polyethylene glycol decyltetradeceth-20 / hexamethylene diisocyanate copolymer, cetanol, K hydroxide, vitamin E, stearic acid , Behenic acid, Al hydroxide, sorbitan sesquiisostearate, phenoxyethanol, methylparaben, propylparaben",Japan,,,419
1111480110,Kao - Biore UV Barrier Me Cushion Gentle Essence SPF 50+ PA++++,,,US$15.05,"Water, ethanol, ethylhexyl methoxycinnamate, zinc oxide, isopropyl palmitate, silica, BG, ethylhexyltriazone, hexyl diethylaminohydroxybenzoyl benzoate, isononyl isononanoate, dipentaerythrityl tripolyhydroxystearate, triethoxycaprylylsilane, bisethylhexyloxy Phenol methoxyphenyl triazine, sorbitan stearate, (hydroxyethyl acrylate / acryloyldimethyltaurine Na) copolymer, (Na acrylate / acryloyldimethyltaurine Na) copolymer, isohexadecane, polysorbate 80, polysilicone-9, royal jelly extract, hyaluronic acid Na, EDTA-2Na, BHT, fragrance",Japan,,,420
1110928804,Kanebo - Allie Beauty Color Tuning UV SPF 50+ PA++++ 40g - 3 Types,,,US$28.20,"Water, ethanol, diisopropyl sebacate, titanium oxide, triethylhexanoin, zinc oxide, dimethicone, glycerin, ethylhexyltriazone, BG, polysilicone-15, behenyl alcohol, bisethylhexyloxyphenol methoxyphenyltriazine, hydrous silica, diethylaminohydroxybenzoylbenzoic acid Hexyl acid, hydrogenated lecithin, talc, (Na acrylate / Na acryloyldimethyltaurine) copolymer, triethoxycaprylylsilane, isohexadecane, (Acrylate / polytrimethylsiloxy methacrylate) copolymer, polysorbate 80, xanthan gum, Al hydroxide, Isopropyltitanium triisostearate, fragrance, EDTA-2Na, Na lauroyl aspartate, zinc chloride, Na hyaluronate, iron oxideThis list of ingredients represents all options or variants of this product. Actual ingredients in a given product option may vary from this list.",Japan,Yes,,421
1109636955,matsuyama - Hadahug Sunscreen Cream SPF 22 PA++,,,US$27.88,"Water, propanediol, cetyl ethylhexanoate, squalane, zinc oxide, titanium oxide, jojoba seed oil, glycerin, behenyl alcohol, hydrous silica, polyglyceryl-10 isostearate, sorbitan stearate, hydrogenated rapeseed oil alcohol, shea butter, jojoba leaves Extract, raffinose, polyhydroxystearic acid, inulin laurylcarbamate, BG, tocopherol, xanthan gum, (hydroxyethyl acrylate / acryloyldimethyltaurine Na) copolymer, Al hydroxide, stearic acid, ethylhexyl glycerin",Japan,,,422
1091839038,Bellflower - Carrot Mild Sunscreen,South Korea,Translation reference for Korean beauty product packaging:,US$15.55,"Water, Zinc Oxide, Propanediol, Caprylyl Methicone, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Cetyl Ethylhexanoate, Dicaprylyl Carbonate, Methyl Trimethicone, C13-16 Isoparaffin, 1,2-Hexanediol, Niacinamide, Polymethyl Methacrylate, Magnesium Sulfate, Triethoxycaprylylsilane, Sorbitan Isostearate, Polyglyceryl-3 Polyricinoleate, Disteardimonium Hectorite, Dimethicone/Vinyl Dimethicone Crosspolymer, Palmitic Acid, Dimethicone Crosspolymer, Stearic Acid, CI 77492, Lmonene, Butylene Glycol, Adenosine, Centella Asiatica Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, CI 77491, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Citronellol, Pelargonium Graveolens Flower Oil, Citrus Paradisi (Grapefruit) Peel Oil, Geraniol, Tocopherol, Boswellia Carterii Oil, Amyris Balsamifera Bark Oil, Solanum Lycopersicum (Tomato) Fruit Extract, Daucus Carota Sativa (Carrot) Root Extract(3.5 ppm), Capsicum Annuum Fruit Extract, Rosa Damascena Flower Oil",,,,423
1106547865,innisfree - Hyaluron Moist Sunscreen,South Korea,,US$22.42,"Water, Propanediol, Dibutyl Adipate, Polymethylsilsesquioxane, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Diisopropyl Sebacate, Ethylhexyl Triazone, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Niacinamide, Coco-Caprylate/Caprate, Diethylhexyl Butamido Triazone, Glycerin, Butylene Glycol,1,2 Hexanediol, Caprylyl Methicone, Pentylene Glycol, Behenyl Alcohol, Polyglyceryl-3 Methylglucose Distearate, Poly C10-30 Alkyl Acrylate, Decyl Glucoside, Tromethamine, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Adenosine, Lavandula Angustifolia (Lavender) Oil, Linalool, Xanthan Gum, t-Butyl Alcohol, Madecassoside, Allantoin, Anthemis Nobilis Flower Oil, *Hydrolyzed Sodium Hyaluronate, Tocopherol, Aloe Barbadensis Leaf Extract, Propolis Extract, Ethyl Ascorbyl Ether, Houttuynia Cordata Extract, *Sodium Hyaluronate, *Hydroxypropyltrimonium Hyaluronate, *Hydrolyzed Hyaluronic Acid, *Sodium Acetylated Hyaluronate, *Hyaluronic Acid, *Sodium Hyaluronate Crosspolymer, *Potassium Hyaluronate (*include Hyaluronic Complex 10ppm)",South Korea,,,424
1111811136,NIVEA - UV Face Shine Control Mattifying Effect SPF 50+ PA++++,,,US$18.69,"Aqua, Alcohol Denat., Butyl Methoxydibenzoylmethane, Butylene Glycol Dicaprylate/Dicaprate, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dibutyl Adipate, Isopropyl Palmitate, Phenylbenzimidazole Sulfonic Acid, Silica, Ethylhexyl Triazone, Tapioca Starch, Behenyl Alcohol, Cetearyl Alcohol, Methylpropanediol, Glycerin, Glycyrrhiza Inflata Root Extract, Tocopheryl Acetate, Sodium Stearoyl Glutamate, Xanthan Gum, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Dimethicone, Sodium Chloride, Sodium Hydroxide, Trisodium EDTA, Ethylhexylglycerin, Phenoxyethanol, Linalool, Limonene, Benzyl Alcohol, Alpha-Isomethyl Ionone, Geraniol, Citronellol, Coumarin, Parfum",Germany,,,425
1089806696,Kao - Biore UV Athlizm Sunburn Protect Milk SPF 50+ PA++++,,,US$37.07,"Dimethicone, titanium oxide, ethanol, water, ethylhexyl methoxycinnamate, hydrogenated polyisobutene, isopropyl palmitate, crosspolymer (lauryl methacrylate / Na methacrylate), zinc oxide, alkyl benzoate (C12-15), diethylaminohydroxybenzoyl benzoate Hexyl acid, neopentyl glycol dicaprate, PEG-3 dimethicone, Al hydroxide, bisethylhexyloxyphenol methoxyphenyltriazine, glycerin, alkyl (C30-45) methicone, DPG, olefin (C30-45), (Acrylate / Dimethicone) Polymers, methicone, polysilicone-9,4-t-butylcyclohexanol, dipentaerythrityl tripolyhydroxystearate, silica, polyhydroxystearic acid, tin oxide, iron oxide, menthyl lactate, menthol, talc, BHT, phenoxyethanol, fragrances",Japan,,,426
1098905462,J-Pallet - manis White Hand & Body Cream SPF 31 PA+++ 80g - 2 Types,,,US$16.56,"Water, ethylhexyl methoxycinnamate, ethanol, BG, dimethicone, steareth-6, octocrylene, diethylaminohydroxybenzoyl hexyl benzoate, carbomer, (Acrylate / alkyl acrylate (C10-30)) crosspolymer, squalane, sodium hyaluronate, albutin , Glycyrrhizic acid 2K, hydrolyzed collagen, blue pepper flower / leaf / stem extract, edelweiss extract, tokinsenka flower extract, lactic acid, xanthan gum, EDTA-4Na, sodium hydroxide, BHT, phenoxyethanol, methylparaben, fragranceThis list of ingredients represents all options or variants of this product. Actual ingredients in a given product option may vary from this list.",Japan,,,427
1075397153,AERY JO - Ultra Mild Sunblock,South Korea,Translation reference for Korean beauty product packaging:,US$14.14,"Purified Water, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Zinc Oxide, Ethylhexyl Salicylate, Titanium Dioxide, Dipropylene Glycol, PEG-10 Dimethicone, Dicaprylyl Carbonate, Butylene Glycol, Disteardimonium Hectorite, Portulaca Oleracea Extract, Opuntia Ficus-Indica Extract, Aloe Barbadensis Leaf Water, Tocopheryl Acetate, Lavendula Angustifolia (Lavender) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Buddleja Davidii Extract, Thymus Vulgaris (Thyme) Extract, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Sodium Hyaluronate, Magnesium Sulfate, Aluminum Hydroxide, Dimethicone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Calcium Aluminum Borosilicate, Stearic Acid, Dimethicone/Vinyl Dimethicone Crosspolymer, Methicone, Caprylyl Glycol, Glyceryl Caprylate, Polyglyceryl-6 Polyricinoleate, Microcrystalline Cellulose, Cellulose Gum, Hydrogenated Lecithin, Ceramide 3, Fragrance, Phenoxyethanol",,,,428
1067423384,CARE:NEL - No Sebum Perfect UV Shield SPF 50+ PA++++ 50ml,South Korea,,US$14.44,"Water, Cyclomethicone, Zinc Oxide, Titanium Dioxide (CI 77891), Propanediol, Dicaprylyl Carbonate, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Cetyl Ethylhexanoate, 1,2-Hexanediol, Disteardimonium Hectorite, Magnesium Sulfate, Salvia Hispanica Seed Extract, Centella Asiatica Extract, Houttuynia Cordata Extract, Hydrogen Dimethicone, Aluminum Hydroxide, Polyglyceryl-2 Dipolyhydroxystearate, Stearic Acid, Dimethicone Crosspolymer, Phenyl Trimethicone, Fructooligosaccharides, Saccharide Hydrolysate, Fragrance, Pullulan, Ethylhexylglycerin, Octyldodecanol, Butylene Glycol, Triethoxycaprylylsilane, Echium Plantagineum Seed Oil, Portulaca Oleracea Extract, Dipropylene Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Aloe Barbadensis Leaf Extract, Citrus Unshiu Fruit Extract, Bambusa Vulgaris Sap Extract, Camellia Sinensis Leaf Extract, Opuntia Coccinellifera Fruit Extract, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Chamomilla Recutita (Matricaria) Flower Extract, Tocopherol",,Yes,,429
1102106890,make p:rem - UV Defense Me. Calming Sun Stick,South Korea,Translation reference for Korean beauty product packaging:,US$24.28,"Isopropyl Palmitate, Zinc Oxide, Polyethylene, Coco-caprylate/Caprate, Benzotriazolyl Dodecylp-cresol, Butylene Glycol Dicaprylate/Dicaprate, C12-15 Alkyl Benzoate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Acrylates Copolymer, Caprylic/Capric Triglyceride, Methyl Methacrylate Crosspolymer, Butyloctyl Salicylate, Vinyl Dimethicone, Ozokerite, Polymethyl Methacrylate, Synthetic Fluorphlogopite, Moringa Oleifera Seed Extract, CardiospermumHalicacabum Flower/Leaf/Vine Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Bambusa Vulgaris Water, Ribes Nigrum (Black Currant) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil,CeriumOxide,HelianthusAnnuus (Sunflower) Seed Oil Unsaponifiables, Fructan, Pyrus Communis (Pear) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Cucumis Melo (Melon) Fruit Extract, Hedera Helix (Ivy) Leaf/Stem Extract, Solidago Virgaurea (Goldenrod) Extract, Eugenia Caryophyllus (Clove) Bud Extract, Rosa Damascena Flower Water, Jasminum Officinale (Jasmine) Flower Water,Caprylyl Glycol, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Triethoxycaprylylsilane, Polyhydroxystearic Acid, Polymethylsilsesquioxane, Silica, Propanediol, Hydrogen Dimethicone, Tocopherol, 1,2-Hexanediol, Water, Octyldodecanol, Maltodextrin",,,,430
1108073299,VT - Cica Sun Primer Tone Up Cream,South Korea,,US$18.28,"Water, Dimethiconol, Zinc Oxide, Titanium Dioxide, Methyl Trimethicone, Phenyl Trimethicone, Butylene Glycol, Glycerin, Silica, Cetyl PEG/PPG-10/1 Dimethicone, PEG-10 Dimethicone, Niacinamide, 1,2-Hexandiol, Sodium Chloride, Disteardimonium Hectorite, Trimethylsiloxysilicate, Aluminum Hydroxide, Triethoxycaprylylsilane, C30-45 Alkyl Cetearyl Dimethicone, Stearic Acid, Polypropylsilsesquioxane, Caprylyl Methicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Panthenol, Fragrance, Ethylhexylglycerin, CI 77492, Disodium EDTA, Adenosine, CI 77491, Bifida Ferment Lysate, Centella Asiatica Extract, Prunus Serrulata Flower Extract, Rosa Centifolia Flower Extract, Tocopherols, Sodium Hyaluronate, Sodium Benzoate, Acetic Acid, Propolis Extract, Lactic Acid, Asiaticoside, Madecassoside, Asiatic Acid, Madecassic Acid",,,,431
1089911658,THE FACE SHOP - Natural Sun Eco Super Active Sun Cream,South Korea,,US$17.07,"Purified Water, Ethylhexyl Methoxycinnamate, Isododecane, Dipropylene Glycol, Zinc Oxide, Ethylhexyl Salicylate, Sorbitan Olivate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dicaprylyl Carbonate, Glycerin, Cyclopentasiloxane, Isohexadecane, Niacinamide, Titanium Dioxide, Disteardimonium Hectorite, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Panthenol, Phenethyl Benzoate, Ascorbyl Glucoside, Camellia Japonica Flower Extract, Tocopherol, Glycine Soja (Soybean) Oil, Aspalathus Linearis Leaf Extract, Morus Alba Bark Extract, Ophiopogon Japonicus Root Extract, Panax Ginseng Root Extract, Schisandra Chinensis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Angelica Acutiloba Root Extract, Atractylodes Japonica Rhizome Extract, Paeonia Lactiflora Root Extract, Paeonia Suffruticosa Root Extract, Plantago Asiatica Extract, Prunus Persica (Peach) Kernel Extract, Scutellaria Baicalensis Root Extract, Lactobacillus/Pear Juice Ferment Filtrate, Saccharomyces/Barley Seed Ferment Filtrate, Lactobacillus/Panax Ginseng Root Ferment Filtrate, Lactobacillus/Rye Flour Ferment, Lactobacillus/Soybean Ferment Extract, Lactobacillus/Wasabia Japonica Root Ferment Extract, Lactobacillus/Water Hyacinth Ferment, Monascus/Rice Ferment, Saccharomyces/Grape Ferment Extract, Saccharomyces/Potato Extract Ferment Filtrate, Saccharomyces/Xylinum/Black Tea Ferment, Acer Palmatum Leaf Extract, Acorus Calamus Root Extract, Actinidia Polygama Fruit Extract, Akebia Quinata Extract, Allium Cepa (Onion) Bulb Extract, Allium Sativum (Garlic) Bulb Extract, Anemarrhena Asphodeloides Root Extract, Artemisia Princeps Leaf Extract, Beta Vulgaris (Beet) Root Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Brassica Rapa (Turnip) Leaf Extract, Camellia Japonica Leaf Extract, Carica Papaya (Papaya) Fruit Extract, Carthamus Tinctorius (Safflower) Flower Extract, Cassia Obtusifolia Seed Extract, Centella Asiatica Extract, Chaenomeles Sinensis Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract, Cichorium Intybus (Chicory) Root Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Citrus Aurantium Bergamia (Bergamot) Leaf Extract, Citrus Junos Fruit Extract, Citrus Unshiu Peel Extract, Codonopsis Lanceolata Root Extract, Crataegus Cuneata Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Curcuma Longa (Turmeric) Root Extract, Daucus Carota Sativa (Carrot) Root Extract, Diospyros Kaki Fruit Extract, Equisetum Arvense Extract, Eriobotrya Japonica Leaf Extract, Ficus Carica (Fig) Fruit Extract, Geranium Robertianum Extract, Ginkgo Biloba Nut Extract, Glechoma Hederacea Extract, Grifola Frondosa Fruiting Body Extract, Helianthus Annuus (Sunflower) Seed Extract, Hemerocallis Fulva Flower Extract, Houttuynia Cordata Extract, Ipomoea Batatas Root Extract, Lentinus Edodes Extract, Lippia Citriodora Leaf Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Lycium Chinense Fruit Extract, Melissa Officinalis Extract, Mentha Piperita (Peppermint) Flower/Leaf/Stem Extract, Morus Bombycis Leaf Extract, Musa Sapientum (Banana) Fruit Extract, Nelumbo Nucifera Root Extract, Ocimum Basilicum (Basil) Leaf Extract, Panicum Miliaceum (Millet) Seed Extract, Perilla Frutescens Leaf Extract, Phaseolus Angularis Seed Extract, Plantago Major Seed Extract, Platycodon Grandiflorus Root Extract, Portulaca Oleracea Extract, Prunus Armeniaca (Apricot) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Prunus Domestica Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Radish Extract, Rehmannia Chinensis Root Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Rubus Idaeus (Raspberry) Fruit Extract, Salvia Officinalis (Sage) Leaf Extract, Sasa Veitchii Leaf Extract, Schizonepeta Tenuifolia Extract, Sesamum Indicum (Sesame) Seed Extract, Spinacia Oleracea (Spinach) Leaf Extract, Taraxacum Officinale (Dandelion) Leaf Extract, Thymus Vulgaris (Thyme) Leaf Extract, Trichosanthes Kirilowii Root Extract, Undaria Pinnatifida Extract, Zingiber Officinale (Ginger) Root Extract, Methyl Methacrylate Crosspolymer, Glyceryl Caprylate, PEG-30 Dipolyhydroxystearate, Aluminum Hydroxide, Stearic Acid, Triethoxycaprylylsilane, Methylpropanediol, Ethylhexylglycerin, Isodecyl Neopentanoate, Butylene Glycol, Magnesium Sulfate, Adenosine, 1,2-Hexandiol, Fragrance, Linalool, Hexyl Cinnamal, Limonene, Citronellol, Hydroxycitronellal, Geraniol",South Korea,,,432
1099839314,RenGuangDo - Camellia Seed Hydrosmooth Sunscreen Protective Lotion SPF 30 PA+++,,,US$43.94,"Concentrated Camellia Seed Oil, Titanium Dioxide Mixture, Ethylhexyl Methoxycinnamate, Betaine, Panthenol, Allantoin, Citrus Unshiu Peel Extract",Hong Kong,Yes,,433
1059667306,Orbis - UV Cut Sunscreen On Face Light SPF 34 PA+++,,,US$19.29,"Water, cyclopentasiloxane, trisiloxane, ethanol, titanium oxide, zinc oxide, dimethicone, BG, PEG-10 dimethicone, PEG-9 polydimethylsiloxyethyl dimethicone, sodium polyacrylate, hydrous silica, hydroxide Al, borosilicate (Ca / Na), silver oxide, rosemary extract, tocopherol, trimethoxysilyl dimethicone, mica, tin oxide, silylated silica, (alkyl acrylate / dimethicone) copolymer, hydrogen dimethicone, iron oxide, sesquiisostearin Sorbitan acid, polyglyceryl, 3 polydimethylsiloxyethyl dimethicone, Mg sulfate, methyl paraben",Japan,,,434
1065387979,HANYUL - White Chrysanthemum Radiance Sun Cream SPF50+ PA++++ 70ml,South Korea,,US$34.44,"Purified Water, Butylene Glycol, C12-15 Alkyl Benzoate, Ethylhexyl Methoxycinnamate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Cyclopentasiloxane, Titanium Dioxide, Niacinamide, Cyclohexasiloxane, Macadamia Ternifolia Seed Oil, Glyceryl Stearate, PEG-100 Stearate, Silica, Cetyl Alcohol, C14-22 Alcohols, 1,2-Hexanediol, Titanium Dioxide (CI77891), Polyacrylate-13, Aluminum Stearate, Polyhydroxystearic Acid, Alumina, C12-15 Alcohols, Stearic Acid, Polyisobutene, Dimethicone/Vinyl Dimethicone Crosspolymer, Fragrance, C12-20 Alkyl Glucoside, Glyceryl Caprylate, Zingiber Officinale (Ginger) Root Oil, Carbomer, Xanthan Gum, Disodium EDTA, Linalool, Polysorbate 20, Sorbitan Isostearate, Aluminum Hydroxide, Triethoxycaprylylsilane, Limonene, Cnidium Officinale Root Water, Angelica Acutiloba Root Water, Benzyl Alcohol, Mica, Eugenol, Glucose, Phenoxyethanol, Chrysanthemum Indicum Flower Extract (1.75ppm), Ethylhexylglycerin, Tin Oxide",,,,435
